Country;Category 1;Category 2;Product;Year;Outcome;;;;;;;;;;;;;;;;;;"Fuente: Declaraciones de Ingreso (DIN); importaciones a titulo definitivo ajustadas con sus documentos modificatorios. Servicio Nacional de Aduanas"
Argentyna;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2017;512134747,57;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2017;796285507,34;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2017;22990105,32;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Opony;2017;2614721,82;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pozostałe środki transportu i jego części;2017;6573909,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Ciągniki, traktory;2017;12150,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu towarów;2017;200819121,11;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu osób;2017;10371700,94;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Nawozy;2017;170751,12;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Cement;2017;772051,06;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2017;1763,86;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Mąka sojowa;2017;72385777,59;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2017;19116277,06;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Leki;2017;44701361,46;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Minerały i koncentraty molibdenu;2017;10481620,48;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Polietylen;2017;28485226,83;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Preparaty paszowe dla zwierząt;2017;119471040,28;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Szczepionki (stosowane w medycynie człowieka);2017;3702,85;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2017;2915719,71;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2017;3906916,34;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2017;4671361,92;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2017;450700,39;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2017;110926,39;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Koparki i ładowarki;2017;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Lodówki i zamrażarki;2017;1896041,88;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2017;59083533,75;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2017;2960147,09;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2017;26394528,20;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2017;15854136,53;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2017;2441170,93;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2017;5351062,87;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telefony komórkowe;2017;6773,82;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Komputery i ich części;2017;157260,32;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telewizory;2017;76542,58;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Konsole do gier wideo;2017;0,00;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Oleje i smary smarne;2017;12768317,59;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Gaz ziemny;2017;1001265,13;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Węgiel;2017;0,00;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Nafta oczyszczona;2017;72049,57;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Ropa naftowa;2017;26654911,46;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Propan płynny;2017;59417901,04;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2017;140771999,08;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Banany;2018;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso drobiowe;2018;21674112,48;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wołowe;2018;196628974,31;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wieprzowe;2018;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Płatki;2018;551182917,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Konserwy oraz przetworzone ryby i skorupiaki;2018;459453,06;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Warzywa bulwiaste;2018;18654803,98;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2018;61493620,29;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Awokado;2018;497785,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2018;496020335,47;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2018;821502456,26;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2018;20011777,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Opony;2018;1052550,58;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pozostałe środki transportu i jego części;2018;11158749,18;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Ciągniki, traktory;2018;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu towarów;2018;303828586,87;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu osób;2018;36746138,51;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Nawozy;2018;7589449,86;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Cement;2018;1341597,37;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2018;25995,86;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Mąka sojowa;2018;43736921,93;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2018;18668545,92;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Leki;2018;41481345,92;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Minerały i koncentraty molibdenu;2018;6844633,61;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Polietylen;2018;22287612,58;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Preparaty paszowe dla zwierząt;2018;104983744,32;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Szczepionki (stosowane w medycynie człowieka);2018;3892,72;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2018;3275500,66;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2018;3729504,52;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2018;4846070,94;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2018;2322786,90;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2018;343339,44;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Koparki i ładowarki;2018;398060,22;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Lodówki i zamrażarki;2018;3985927,21;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2018;65481269,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2018;1916139,80;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2018;40849768,14;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2018;19233186,72;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2018;2069558,84;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2018;4556144,54;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telefony komórkowe;2018;5526,31;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Komputery i ich części;2018;729970,06;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telewizory;2018;15376,19;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Konsole do gier wideo;2018;1636,37;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Oleje i smary smarne;2018;14523160,66;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Gaz ziemny;2018;85100096,90;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Węgiel;2018;0,00;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Nafta oczyszczona;2018;136984,26;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Ropa naftowa;2018;67756901,82;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Propan płynny;2018;48176658,81;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2018;168095397,69;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Banany;2019;51,26;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso drobiowe;2019;27608442,85;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wołowe;2019;179709719,05;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wieprzowe;2019;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Płatki;2019;541413125,42;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Konserwy oraz przetworzone ryby i skorupiaki;2019;857796,24;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Warzywa bulwiaste;2019;10308307,83;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2019;51872989,49;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Awokado;2019;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2019;521644538,51;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2019;784730315,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2019;15614848,60;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Opony;2019;1484183,46;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pozostałe środki transportu i jego części;2019;7074217,30;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Ciągniki, traktory;2019;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu towarów;2019;244136632,92;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu osób;2019;16302228,38;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Nawozy;2019;98742,83;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Cement;2019;1896511,01;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2019;4751,74;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Mąka sojowa;2019;65932281,31;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2019;26373985,84;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Leki;2019;38257909,19;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Minerały i koncentraty molibdenu;2019;1473635,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Polietylen;2019;13748380,46;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Preparaty paszowe dla zwierząt;2019;58803532,19;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Szczepionki (stosowane w medycynie człowieka);2019;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2019;2782588,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2019;3869380,88;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2019;2901080,47;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2019;700964,63;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2019;367643,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Koparki i ładowarki;2019;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Lodówki i zamrażarki;2019;1379925,38;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2019;63881935,54;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2019;10236712,12;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2019;31743615,56;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2019;21669003,08;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2019;2149941,65;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2019;5260502,77;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telefony komórkowe;2019;4854,63;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Komputery i ich części;2019;304260,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telewizory;2019;60175,42;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Konsole do gier wideo;2019;2369,79;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Oleje i smary smarne;2019;14589698,78;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Gaz ziemny;2019;437581652,00;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Węgiel;2019;0,00;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Nafta oczyszczona;2019;129077,09;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Ropa naftowa;2019;103207365,04;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Propan płynny;2019;33514208,86;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2019;128022952,57;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Banany;2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso drobiowe;2020;23110085,83;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wołowe;2020;189007474,05;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wieprzowe;2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Płatki;2020;606829023,99;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Konserwy oraz przetworzone ryby i skorupiaki;2020;1597947,89;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Warzywa bulwiaste;2020;48625031,82;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2020;73514305,67;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Awokado;2020;206417,68;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2020;484360420,17;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2020;820390886,44;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2020;8947723,10;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Opony;2020;535776,35;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pozostałe środki transportu i jego części;2020;3802871,75;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Ciągniki, traktory;2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu towarów;2020;139810245,16;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu osób;2020;9370538,56;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Nawozy;2020;77001,05;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Cement;2020;1366708,62;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Światłowody i ich złącza, wiązki lub kable;2020;4721,28;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Mąka sojowa;2020;77123233,29;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Płyny alkoholowe;2020;27281216,36;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Leki;2020;37769877,05;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Minerały i koncentraty molibdenu;2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Polietylen;2020;17009878,59;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Preparaty paszowe dla zwierząt;2020;65186640,29;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Szczepionki (stosowane w medycynie człowieka);2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Armatura łazienkowa i części;2020;3344550,97;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pompy do cieczy oraz ich części;2020;2892444,82;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Maszyny i aparatura do filtrowania lub oczyszczania cieczy oraz ich części;2020;2669761,60;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Agregaty prądotwórcze;2020;491382,74;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Silniki elektryczne i generatory;2020;422729,78;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Koparki i ładowarki;2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Lodówki i zamrażarki;2020;1228342,37;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Maquinarias, aparatos y sus partes;Pozostałe maszyny, urządzenia i części;2020;45042715,06;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Drewno i wyroby drewniane;2020;4589922,32;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Papier i tektura oraz ich wyroby;2020;28728531,58;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Forestales y sus derivados;Pozostałe leśnictwo i jego pochodne;2020;17960325,63;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Buty;2020;1130085,01;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Prendas de vestir y accesorios, y calzados;Ubrania i akcesoria;2020;5094204,49;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telefony komórkowe;2020;3404,10;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Komputery i ich części;2020;183719,46;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Telewizory;2020;35808,88;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Tecnología;Konsole do gier wideo;2020;2768,19;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Oleje i smary smarne;2020;12110309,78;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Gaz ziemny;2020;268890389,06;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Węgiel;2020;0,00;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Nafta oczyszczona;2020;48504,11;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Ropa naftowa;2020;89449299,77;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Propan płynny;2020;31449592,55;;;;;;;;;;;;;;;;;;
Argentyna;Combustibles y lubricantes minerales;Combustibles y lubricantes minerales;Pozostałe paliwa i smary;2020;111555280,99;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Banany;2021;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso drobiowe;2021;30413800,99;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wołowe;2021;233617113,79;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mięso wieprzowe;2021;109681,20;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Płatki;2021;886334274,68;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Konserwy oraz przetworzone ryby i skorupiaki;2021;1857926,41;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Warzywa bulwiaste;2021;14036368,39;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Mleko i inne produkty mleczne;2021;91425683,36;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Awokado;2021;99116,64;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Alimentos;Pozostałe produkty spożywcze;2021;691834283,87;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Resto No combustibles;Pozostałe materiały niepalne;2021;1319070665,27;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Podwozia, nadwozia, części i akcesoria pojazdów mechanicznych;2021;12511196,52;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Opony;2021;949298,11;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pozostałe środki transportu i jego części;2021;9479206,94;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Ciągniki, traktory;2021;0,00;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu towarów;2021;308903478,24;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Medios de transporte y sus partes;Pojazdy silnikowe do przewozu osób;2021;45506385,47;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Nawozy;2021;1270498,79;;;;;;;;;;;;;;;;;;
Argentyna;No Combustibles;Otros productos relevantes;Cement;2021;1426188,45;;;;;;;;;;;;;;;;;;
